Method,N,NT_TRAIN,Parameter,True_Value,Mean,SD,SE,Bias,Relative_Bias_pct,RMSE,Coverage_Rate,Power,N_Valid,Mean_All_LL_Best,Mean_Observed_Accuracy,Mean_Observed_Sensitivity,Mean_Observed_Specificity,Mean_Observed_Precision,Mean_Observed_F1_Score,Mean_Forecast_Accuracy,Mean_Forecast_Sensitivity,Mean_Forecast_Specificity,Mean_Forecast_Precision,Mean_Forecast_F1_Score
two_stage,50,50,B11_1,-0.05,0.015223,0.082342,0.008318,0.065223,130.45,0.104714,0.1531,0.6429,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B11_2,-0.06,0.016106,0.069473,0.007018,0.076106,126.84,0.102807,0.1327,0.7653,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B21_1,-0.87,-0.107292,0.177336,0.017914,0.762708,87.67,0.782848,0.0714,0.6224,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B21_2,-0.77,-0.074341,0.134692,0.013606,0.695659,90.35,0.708448,0.1122,0.4694,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B22_1,-0.92,-0.269115,0.551302,0.05569,0.650885,70.75,0.851166,0.1939,0.7857,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B22_2,-0.45,-0.106681,0.233794,0.023617,0.343319,76.29,0.414692,0.1735,0.4694,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B31d_1,0.33,0.647666,0.72179,0.072912,0.317666,96.26,0.785224,0.1633,0.8571,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B31d_2,0.15,0.716823,0.682679,0.068961,0.566823,377.88,0.884637,0.1649,0.8454,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B32d_1,0.31,0.698365,0.285915,0.028882,0.388365,125.28,0.481395,0.2857,0.8061,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B32d_2,0.69,0.934356,0.085787,0.008666,0.244356,35.41,0.258833,0.1633,0.9184,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B41d_1,0.11,0.042095,0.246945,0.024945,-0.067905,-61.73,0.254893,0.5,0.4694,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B41d_2,-0.3,-0.036494,0.224741,0.022702,0.263506,87.84,0.345584,0.2268,0.1031,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B42d_1,0.57,0.190398,0.203268,0.020533,-0.379602,-66.6,0.43011,0.2143,0.7551,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B42d_2,0.01,0.005058,0.059505,0.006011,-0.004942,-49.42,0.059407,0.8061,0.1939,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,Q1d_1,0.08,0.037166,0.021436,0.002165,-0.042834,-53.54,0.047849,0.9898,0.0102,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,Q1d_2,0.05,0.031276,0.006129,0.000619,-0.018724,-37.45,0.019692,1.0,0.0,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R1d_1,0.23,0.266059,0.018864,0.001906,0.036059,15.68,0.040651,0.9898,1.0,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R1d_2,0.21,0.246409,0.016182,0.001635,0.036409,17.34,0.03981,0.9898,1.0,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R1d_3,0.16,0.180546,0.007613,0.000769,0.020546,12.84,0.021898,1.0,1.0,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R1d_4,0.61,0.624616,0.018769,0.001896,0.014616,2.4,0.023713,1.0,1.0,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R2d_1,0.82,1.564659,2.603528,0.262996,0.744659,90.81,2.695127,0.9889,0.0333,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,R2d_2,0.73,1.12053,2.033537,0.205418,0.39053,53.5,2.060483,0.9775,0.0337,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,gamma2,-1.17,-2.453171,11.855974,1.197634,-1.283171,-109.67,11.864919,0.759,0.0602,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B12_1,0.45,0.26861,0.393181,0.039717,-0.18139,-40.31,0.43118,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,B12_2,0.22,0.088354,0.089446,0.009035,-0.131646,-59.84,0.158901,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,gamma3_1,0.26,0.0,0.0,0.0,-0.26,-100.0,0.26,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,gamma3_2,-0.83,0.0,0.0,0.0,0.83,100.0,0.83,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,gamma4_1,-0.74,0.0,0.0,0.0,0.74,100.0,0.74,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,gamma4_2,-0.19,0.0,0.0,0.0,0.19,100.0,0.19,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,P12,1e-12,0.0,0.0,0.0,-0.0,-0.0,0.0,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,Q2d_1,0.16,0.132706,0.766146,0.077392,-0.027294,-17.06,0.762715,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,Q2d_2,0.12,0.03191,0.058375,0.005897,-0.08809,-73.41,0.105512,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,P2,0.2,0.691031,0.196526,0.019852,0.491031,245.52,0.528526,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,LogLikelihood,,-3.6845,0.0382,,,,,,,98,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
two_stage,50,50,ConvergenceRate,,0.98,,,,,,,,100,-3.6845,0.6445,0.6686,0.4839,0.9302,0.6888,0.7067,0.7082,0.381,0.9948,0.7609
